,source,link,date
0,breitbart,/politics/2019/01/01/democrats-silent-on-good-faith-offer-to-open-government-says-white-house/,2019-01-01
1,breitbart,/politics/2019/01/01/trump-says-he-looks-forward-to-meeting-with-north-korean-leader-kim/,2019-01-01
2,breitbart,/politics/2019/01/01/trump-campaign-manager-hits-back-at-jealous-mitt-romney-lacked-the-ability-to-save-this-nation/,2019-01-01
3,breitbart,/politics/2019/01/01/mitt-romney-slams-trumps-character-in-washington-post-op-ed/,2019-01-01
4,breitbart,/politics/2019/01/01/poll-most-democrats-pessimistic-about-2019/,2019-01-01
5,breitbart,/politics/2019/01/01/timeline-mitt-romney-history-of-backstabbing-donald-trump/,2019-01-01
6,breitbart,/clips/2019/01/01/dem-rep-dingell-lets-reopen-the-government-give-us-time-to-negotiate/,2019-01-01
7,breitbart,/politics/2019/01/01/10-times-president-trump-honored-the-military/,2019-01-01
8,breitbart,/politics/2019/01/01/11-incoming-democrats-who-cannot-wait-to-kick-some-trump-ass/,2019-01-01
9,breitbart,/politics/2019/01/01/oregon-becomes-latest-state-allow-roadkill-food/,2019-01-01
10,breitbart,/clips/2019/01/01/cnns-avlon-warns-dems-no-one-should-be-an-impeachment-enthusiast/,2019-01-01
11,breitbart,/politics/2019/01/01/donald-trump-hits-back-at-general-mcchrystal-big-dumb-mouth/,2019-01-01
12,breitbart,/entertainment/2019/01/01/kanye-west-kicks-off-2019-by-reasserting-support-of-donald-trump/,2019-01-01
13,breitbart,/politics/2019/01/01/watch-feminist-promotes-abortion-to-children/,2019-01-01
14,breitbart,/politics/2019/01/01/phillys-first-homicide-2019-takes-place-12-minutes-new-year/,2019-01-01
15,breitbart,/politics/2019/01/01/tom-cotton-blocks-jobs-giveaway-foreign-graduates/,2019-01-01
16,breitbart,/politics/2019/01/01/two-sisters-accused-fatally-beating-3-year-old-taking-cupcake/,2019-01-01
17,breitbart,/politics/2019/01/01/strategic-command-video-showing-what-they-do-causes-mass-uproar/,2019-01-01
18,breitbart,/clips/2019/01/01/msnbcs-tur-all-trump-knows-how-to-do-is-pick-fights-to-stay-in-the-headlines/,2019-01-01
19,breitbart,/clips/2019/01/01/dem-rep-brown-were-not-going-to-move-on-wall-unless-its-part-of-comprehensive-reform/,2019-01-01
20,breitbart,/faith/2019/01/01/hindu-hardliners-reject-celebration-christian-new-year/,2019-01-01
21,breitbart,/politics/2019/01/01/elizabeth-warren-copies-ocasio-cortez-with-casual-beer-drinking-live-stream/,2019-01-01
22,breitbart,/politics/2019/01/01/fail-michael-avenatti-predicted-don-jr-would-be-indicted-by-new-year/,2019-01-01
23,breitbart,/politics/2019/01/01/hillary-clintons-new-years-post-2018-was-a-dark-time-for-our-country/,2019-01-01
24,breitbart,/the-media/2019/01/01/washington-post-fact-checks-trump-obama-built-a-fence-on-top-of-a-wall-not-a-wall-at-his-new-home/,2019-01-01
25,breitbart,/faith/2019/01/01/pope-francis-the-human-family-is-built-upon-mothers/,2019-01-01
26,breitbart,/clips/2019/01/01/jesse-jackson-hillary-won-by-3-million-votes-and-lost-theres-something-wrong-with-that/,2019-01-01
27,breitbart,/europe/2019/01/01/report-greek-population-dangerous-decline/,2019-01-01
28,breitbart,/entertainment/2019/01/01/robert-de-niro-america-is-in-crisis-something-mentally-wrong-with-trump/,2019-01-01
29,breitbart,/border/2019/01/01/top-5-voter-fraud-cases-along-texas-border-in-2018/,2019-01-01
30,breitbart,/economy/2019/01/02/shutdown-fight-covers-just-1%c2%a2-for-every-10-in-2019-budget/,2019-01-02
31,breitbart,/clips/2019/01/02/wh-spox-schlapp-1-3-billion-is-obviously-not-going-to-be-enough/,2019-01-02
32,breitbart,/politics/2019/01/02/brazils-jair-bolsonaro-hoodlums-already-have-guns-time-to-level-playing-field/,2019-01-02
33,breitbart,/politics/2019/01/02/kristan-hawkins-what-does-a-constitutional-right-require/,2019-01-02
34,breitbart,/politics/2019/01/02/trump-says-stock-glitch-in-december-market-still-up-30/,2019-01-02
35,breitbart,/politics/2019/01/02/fitton-judicial-watch-sues-for-special-counsel-robert-muellers-security-detail-costs/,2019-01-02
36,breitbart,/clips/2019/01/02/warren-its-right-to-get-troops-out-of-syria-and-afghanistan/,2019-01-02
37,breitbart,/politics/2019/01/02/in-memoriam-12-americans-allegedly-killed-by-illegal-aliens-in-2018/,2019-01-02
38,breitbart,/politics/2019/01/02/top-10-stupid-new-california-laws-in-2019/,2019-01-02
39,breitbart,/politics/2019/01/02/migrants-remittances-to-mexico-central-america-jump-to-53-billion-in-2018/,2019-01-02
40,breitbart,/politics/2019/01/02/border-patrol-violent-mob-attacked-agents-attempted-to-push-minors-over-barbed-wire/,2019-01-02
41,breitbart,/national-security/2019/01/02/china-taiwan-independence-dead-end-reunification/,2019-01-02
42,breitbart,/politics/2019/01/02/donald-trump-i-essentially-fired-jim-mattis-dissatisfied-with-progress-on-afghanistan/,2019-01-02
43,breitbart,/politics/2019/01/02/shutdown-showdown-donald-trump-refuses-to-budge-on-border-security-funding-demands/,2019-01-02
44,breitbart,/politics/2019/01/02/democrat-gov-nc-illegally-appoint-members-state-board-of-elections/,2019-01-02
45,breitbart,/politics/2019/01/02/previously-deported-illegal-alien-drug-trafficker-charged-with-rape/,2019-01-02
46,breitbart,/politics/2019/01/02/illegal-alien-officially-charged-with-murdering-california-officer-ron-singh/,2019-01-02
47,breitbart,/politics/2019/01/02/ny-times-40-year-flood-of-immigration-turns-orange-county-blue/,2019-01-02
48,breitbart,/politics/2019/01/02/billionaire-kochs-plot-daca-amnesty-vow-not-to-support-trump-in-2020/,2019-01-02
49,breitbart,/clips/2019/01/02/romney-trump-is-not-presidential-im-going-to-wait-and-see-2020-alternatives/,2019-01-02
50,breitbart,/politics/2019/01/02/bullying-kanye-harassing-old-women-penis-talk-top-7-embarrassing-moments-from-cnn-in-2018/,2019-01-02
51,breitbart,/politics/2019/01/02/leftwing-media-attack-mo-brooks-for-blaming-open-borders-democrats-for-murdered-americans/,2019-01-02
52,breitbart,/politics/2019/01/02/dan-crenshaw-trump-wall-crucial-to-border-security/,2019-01-02
53,breitbart,/politics/2019/01/02/need-to-impeach-tom-steyer-to-visit-key-presidential-primary-states/,2019-01-02
54,breitbart,/politics/2019/01/02/coulter-please-no-more-border-security/,2019-01-02
55,breitbart,/middle-east/2019/01/02/breitbart-news-columnist-caroline-glick-joins-israeli-new-right-party-ahead-of-election/,2019-01-02
56,breitbart,/politics/2019/01/02/5-america-first-legal-immigration-promises-trump-must-keep-this-year/,2019-01-02
57,breitbart,/politics/2019/01/02/jerry-nadler-vows-to-subpoena-acting-ag-whitaker-over-mueller-probe/,2019-01-02
58,breitbart,/politics/2019/01/02/democrats-would-not-even-finish-white-house-situation-room-briefing-on-border/,2019-01-02
59,breitbart,/tech/2019/01/02/former-apple-marketing-chief-hillary-clinton-turned-down-help-from-silicon-valley/,2019-01-02
60,breitbart,/economy/2019/01/03/essica-vaughn-trump-should-expand-border-wall-talks-to-include-trade-healthcare-deals/,2019-01-03
61,breitbart,/clips/2019/01/03/watchpelosi-jokes-about-paying-1-for-trumps-border-wall/,2019-01-03
62,breitbart,/clips/2019/01/03/bill-kristol-trumps-presser-was-a-ludicrous-stunt/,2019-01-03
63,breitbart,/politics/2019/01/03/rashida-tlaibs-first-day-in-congress-were-gonna-impeach-the-motherfker/,2019-01-03
64,breitbart,/politics/2019/01/03/kevin-mccarthy-dings-democrats-for-unserious-offer/,2019-01-03
65,breitbart,/politics/2019/01/03/trump-offers-condolences-to-family-of-officer-ron-singh-allegedly-murdered-by-illegal-alien/,2019-01-03
66,breitbart,/politics/2019/01/03/trump-allies-rally-around-jim-webb-for-next-defense-secretary/,2019-01-03
67,breitbart,/national-security/2019/01/03/china-claims-space-history-with-moon-landing-deletes-posts-on-success/,2019-01-03
68,breitbart,/clips/2019/01/03/pence-no-wall-no-deal/,2019-01-03
69,breitbart,/politics/2019/01/03/dhs-releases-over-2k-border-crossing-adults-children-into-u-s/,2019-01-03
70,breitbart,/politics/2019/01/03/daca-illegal-aliens-surged-hispanic-vote-flipping-gop-counties-blue/,2019-01-03
71,breitbart,/clips/2019/01/03/pelosi-trumps-wall-is-a-diversion-meant-to-separate-reality-and-his-constituents/,2019-01-03
72,breitbart,/politics/2019/01/03/democrat-spending-bill-offers-12-billion-more-for-foreign-aid-0-for-border-wall/,2019-01-03
73,breitbart,/politics/2019/01/03/mississippi-begins-issuing-in-god-we-trust-license-plates/,2019-01-03
74,breitbart,/politics/2019/01/03/gop-dems-consider-daca-amnesty-for-wall-deal-backed-by-billionaire-donors/,2019-01-03
75,breitbart,/clips/2019/01/03/lieu-democrats-will-never-cave-to-donald-trumps-demands-in-a-government-shutdown/,2019-01-03
76,breitbart,/politics/2019/01/03/first-muslim-women-elected-to-congress-took-oath-of-office-with-quran/,2019-01-03
77,breitbart,/politics/2019/01/03/12-percent-paul-ryans-favorability-bottoms-out-as-former-speaker-leaves-congress/,2019-01-03
78,breitbart,/politics/2019/01/03/white-house-issues-veto-threat-to-newly-minted-democrat-house-majority/,2019-01-03
79,breitbart,/politics/2019/01/03/nancy-pelosi-claims-constitution-gives-her-equal-power-to-president-trump/,2019-01-03
80,breitbart,/politics/2019/01/03/maxine-waters-jokes-will-spend-some-of-my-time-on-subpoenas-investigations/,2019-01-03
81,breitbart,/politics/2019/01/03/pelosi-amnesty-for-patriotic-dreamers-will-make-america-more-american/,2019-01-03
82,breitbart,/politics/2019/01/03/dianne-feinstein-picks-joe-biden-for-president-over-fellow-californian-kamala-harris/,2019-01-03
83,breitbart,/politics/2019/01/03/as-warren-treks-to-iowa-early-troubles-arise-in-new-hampshire/,2019-01-03
84,breitbart,/politics/2019/01/03/democrat-chicago-alderman-edward-burke-charged-alleged-corruption/,2019-01-03
85,breitbart,/politics/2019/01/03/donald-trump-unleashes-game-of-thrones-meme-to-build-the-wall/,2019-01-03
86,breitbart,/politics/2019/01/03/donald-trump-surprises-reporters-with-border-officials-to-demand-a-wall/,2019-01-03
87,breitbart,/politics/2019/01/03/chuck-schumer-trump-is-holding-the-government-hostage-over-his-wall/,2019-01-03
88,breitbart,/clips/2019/01/03/durbin-we-wont-compromise-on-the-basics-like-1-3-billion-for-border/,2019-01-03
89,breitbart,/2nd-amendment/2019/01/03/rep-hudson-reintroduces-national-reciprocity-day-one-new-congress/,2019-01-03
90,breitbart,/politics/2019/01/04/hispanic-unemployment-lowest-record/,2019-01-04
91,breitbart,/politics/2019/01/04/virginias-democrat-gov-pushes-gun-confiscation-orders-criminalization-of-private-sales/,2019-01-04
92,breitbart,/politics/2019/01/04/womens-march-imploding-not-all-women-have-female-reproductive-parts/,2019-01-04
93,breitbart,/politics/2019/01/04/ortiz-democratic-house-majority-is-looming-specter-for-small-business/,2019-01-04
94,breitbart,/clips/2019/01/04/nicolle-wallace-trump-administration-is-the-media-run-state/,2019-01-04
95,breitbart,/clips/2019/01/04/al-sharpton-trumps-fear-makes-many-feel-there-really-is-something-there/,2019-01-04
96,breitbart,/clips/2019/01/04/cardin-we-will-not-support-a-wall/,2019-01-04
97,breitbart,/politics/2019/01/04/beto-orourke-supports-concept-of-green-new-deal/,2019-01-04
98,breitbart,/politics/2019/01/04/donald-trump-prepared-to-keep-government-shut-down-months-or-a-year/,2019-01-04
99,breitbart,/politics/2019/01/04/house-democrats-introduce-bill-criminalizing-private-gun-sales-tuesday/,2019-01-04
100,breitbart,/entertainment/2019/01/04/wanda-sykes-trump-isnt-just-a-motherfcker-hes-a-lying-motherfcker/,2019-01-04
101,breitbart,/politics/2019/01/04/foreign-workers-significant-job-gains-americans/,2019-01-04
102,breitbart,/politics/2019/01/04/federal-appeals-court-reinstates-longstanding-policy-on-transgender-troops/,2019-01-04
103,breitbart,/politics/2019/01/04/study-blue-collar-u-s-wages-continue-to-be-undercut-by-foreign-labor/,2019-01-04
104,breitbart,/politics/2019/01/04/free-traders-prediction-of-tariff-doom-fails-as-u-s-manufacturing-booms/,2019-01-04
105,breitbart,/politics/2019/01/04/trump-impeachment-divides-democrats-in-their-first-week-controlling-house/,2019-01-04
106,breitbart,/clips/2019/01/04/nbcs-hallie-jackson-asks-trump-are-you-still-proud-of-the-shutdown/,2019-01-04
107,breitbart,/politics/2019/01/04/donald-trump-nancy-pelosi-told-me-democrats-would-not-try-to-impeach/,2019-01-04
108,breitbart,/politics/2019/01/04/watch-trump-spars-with-cnns-kaitlan-collins-over-wall-aide-takes-mic-away/,2019-01-04
109,breitbart,/clips/2019/01/04/watch-behar-defends-dem-rep-calling-trump-motherfcker/,2019-01-04
110,breitbart,/politics/2019/01/04/donald-trump-open-to-declaring-a-state-of-emergency-to-fund-border-wall/,2019-01-04
111,breitbart,/economy/2019/01/04/donald-trump-delegates-weekend-border-wall-talks-to-jared-kushner-pence-and-nielsen/,2019-01-04
112,breitbart,/politics/2019/01/04/donald-trump-were-not-playing-games-border-funding-demands/,2019-01-04
113,breitbart,/economy/2019/01/04/4-8-million-more-americans-employed-since-trump-took-office/,2019-01-04
114,breitbart,/politics/2019/01/04/donald-trump-rashida-tlaib-dishonored-her-family-with-disgraceful-language/,2019-01-04
115,breitbart,/politics/2019/01/04/davids-bridal-features-same-sex-brides-after-filing-bankruptcy/,2019-01-04
116,breitbart,/politics/2019/01/04/democrats-furious-rashida-tlaibs-impeach-motherfker-remark/,2019-01-04
117,breitbart,/politics/2019/01/04/kevin-mccarthy-challenges-pelosi-on-foul-language-of-new-member-rashida-tlaib/,2019-01-04
118,breitbart,/politics/2019/01/04/democrats-try-to-spin-massive-jobs-number-as-bad-news/,2019-01-04
119,breitbart,/politics/2019/01/04/report-coward-broward-covered-sexual-assault-incident-involving-sheriff-scott-israels-son/,2019-01-04
120,breitbart,/politics/2019/01/05/biden-forgets-ann-coulters-name-blames-conservative-blonde-woman-for-shutdown/,2019-01-05
121,breitbart,/clips/2019/01/05/pirro-slams-dem-rep-tlaib-for-running-from-press-did-nancy-rein-you-in-rashida/,2019-01-05
122,breitbart,/politics/2019/01/05/tom-steyer-launches-impeachment-ads-in-iowa/,2019-01-05
123,breitbart,/politics/2019/01/05/ocasio-cortez-defends-rashida-tlaib-calling-trump-motherfker-i-got-your-back/,2019-01-05
124,breitbart,/politics/2019/01/05/house-day-care-center-gets-12-million-taxpayer-funded-expansion/,2019-01-05
125,breitbart,/politics/2019/01/05/ex-canadian-prime-minister-joins-rashida-tlaib-calling-trump-motherfker/,2019-01-05
126,breitbart,/politics/2019/01/05/planned-parenthood-erects-billboards-urging-women-to-say-abortion/,2019-01-05
127,breitbart,/politics/2019/01/05/mulvaney-trump-willing-to-build-steel-border-fence-instead-of-concrete-wall/,2019-01-05
128,breitbart,/politics/2019/01/05/man-trying-to-kidnap-woman-chases-her-into-wrong-karate-studio/,2019-01-05
129,breitbart,/clips/2019/01/05/joy-reid-warrens-dna-not-important-she-shouldnt-have-brought-it-up/,2019-01-05
130,breitbart,/politics/2019/01/05/vp-shutdown-meeting-ends-trump-says-not-much-headway/,2019-01-05
131,breitbart,/politics/2019/01/05/international-child-porn-ringleader-beaten-to-death-in-prison/,2019-01-05
132,breitbart,/politics/2019/01/05/woman-allegedly-bagged-200000-in-food-stamps-while-running-1-million-business/,2019-01-05
133,breitbart,/clips/2019/01/05/house-budget-chair-yarmuth-i-dont-think-a-wall-is-immoral-pelosi-willing-to-negotiate/,2019-01-05
134,breitbart,/politics/2019/01/05/carney-fridays-rally-shows-no-one-cares-about-the-shutdown/,2019-01-05
135,breitbart,/politics/2019/01/05/ex-teacher-accused-sexually-abusing-boy-gets-1-million-bail/,2019-01-05
136,breitbart,/clips/2019/01/05/van-hollen-shutdown-part-of-a-larger-pattern-of-trump-putting-whims-and-politics-ahead-of-americans/,2019-01-05
137,breitbart,/politics/2019/01/05/donald-trump-fake-news-jim-webb-being-considered-defense-secretary/,2019-01-05
138,breitbart,/national-security/2019/01/05/poll-39-of-service-members-approve-of-transgender-troops-in-military/,2019-01-05
139,breitbart,/tech/2019/01/05/minnesota-attorney-general-seeks-refunds-for-thousands-of-comcast-customers/,2019-01-05
140,breitbart,/politics/2019/01/05/judge-sets-trial-date-rachel-dolezal-welfare-fraud-case/,2019-01-05
141,breitbart,/entertainment/2019/01/05/jim-carrey-art-shows-devolution-of-trump-supporters-from-humans-to-apes/,2019-01-05
142,breitbart,/europe/2019/01/05/pictures-yellow-vest-protesters-return-to-paris/,2019-01-05
143,breitbart,/politics/2019/01/05/gofundme-campaign-border-wall-shatter-records/,2019-01-05
144,breitbart,/the-media/2019/01/05/hottest-take-washington-post-whats-wrong-motherf-ker/,2019-01-05
145,breitbart,/europe/2019/01/05/ireland-begin-legal-abortions-january-7/,2019-01-05
146,breitbart,/politics/2019/01/05/rashida-tlaib-trump-has-met-his-match/,2019-01-05
147,breitbart,/europe/2019/01/05/uk-labour-local-government-boss-ordered-police-to-arrest-blogger/,2019-01-05
148,breitbart,/entertainment/2019/01/06/cbs-news-head-david-rhodes-out/,2019-01-06
149,breitbart,/clips/2019/01/06/ocasio-cortez-people-more-concerned-about-being-factually-correct-than-morally-right/,2019-01-06
150,breitbart,/clips/2019/01/06/dem-rep-jeffries-on-shutdown-stop-holding-the-american-people-hostage-simply-because-donald-trump-wants-a-medieval-border-wall/,2019-01-06
151,breitbart,/politics/2019/01/06/supreme-court-votes-friday-fast-track-daca-appeal/,2019-01-06
152,breitbart,/clips/2019/01/06/rep-peter-king-time-for-nancy-pelosi-to-show-some-guts-and-make-a-deal/,2019-01-06
153,breitbart,/politics/2019/01/06/illegal-alien-accused-of-killing-22-year-old-american-in-head-on-collision/,2019-01-06
154,breitbart,/politics/2019/01/06/feds-illegal-alien-family-tried-smuggle-alleged-cop-killer-across-border/,2019-01-06
155,breitbart,/politics/2019/01/06/photos-hundreds-police-officers-thousands-community-attend-funeral-american-hero-ronil-singh/,2019-01-06
156,breitbart,/politics/2019/01/06/cdc-child-influenza-death-toll-rises-13/,2019-01-06
157,breitbart,/politics/2019/01/06/democrats-using-gabby-giffords-silence-gun-control-opposition/,2019-01-06
158,breitbart,/politics/2019/01/06/students-raise-400000-translate-bible-unique-sign-languages/,2019-01-06
159,breitbart,/politics/2019/01/06/donald-trump-thinking-very-strongly-declaring-national-emergency-border/,2019-01-06
160,breitbart,/entertainment/2019/01/06/stephen-king-trump-holding-federal-workers-hostage-for-his-pet-project/,2019-01-06
161,breitbart,/clips/2019/01/06/castro-trump-damaging-foreign-relationships-greatest-threat-to-our-national-security/,2019-01-06
162,breitbart,/tech/2019/01/06/gallup-socialism-becoming-normalized-among-democrats/,2019-01-06
163,breitbart,/politics/2019/01/06/chuck-schumer-says-enough-trump-border-wall-memes/,2019-01-06
164,breitbart,/entertainment/2019/01/06/snoop-dogg-rips-trump-government-shutdown-piece-of-sht-fck-you/,2019-01-06
165,breitbart,/clips/2019/01/06/alexandria-ocasio-cortez-democrats-have-compromised-too-much/,2019-01-06
166,breitbart,/politics/2019/01/06/jerry-brown-ronil-singhs-death-nothing-sanctuary-laws/,2019-01-06
167,breitbart,/clips/2019/01/06/collins-mcconnell-should-allow-a-vote-on-funding-bills-passed-in-house/,2019-01-06
168,breitbart,/politics/2019/01/06/donald-trump-vows-not-bend-shutdown-fight-dont-like-doing-we-have-no-choice/,2019-01-06
169,breitbart,/clips/2019/01/06/pelosi-the-impression-you-get-is-that-trump-would-like-to-abolish-congress/,2019-01-06
170,breitbart,/clips/2019/01/06/graham-no-progress-on-shutdown-because-radical-left-sees-border-security-as-racist/,2019-01-06
171,breitbart,/clips/2019/01/06/durbin-trump-will-face-lawsuits-if-he-declares-national-emergency-to-build-border-wall/,2019-01-06
172,breitbart,/middle-east/2019/01/06/klein-past-time-to-hold-arab-nations-accountable-for-booting-hundreds-of-thousands-of-jews/,2019-01-06
173,breitbart,/politics/2019/01/06/media-manufactures-fake-controversy-ocasio-cortez-dancing-video/,2019-01-06
174,breitbart,/europe/2019/01/06/exposed-anti-brexit-march-one-third-the-size-organisers-claimed/,2019-01-06
175,breitbart,/politics/2019/01/06/people-for-the-american-way-defend-banning-rapid-fire-ammunition/,2019-01-06
176,breitbart,/clips/2019/01/06/adam-schiff-im-concerned-multiple-witnesses-committed-perjury/,2019-01-06
177,breitbart,/clips/2019/01/06/mick-mulvaney-dems-are-stalling-on-government-shutdown/,2019-01-06
178,breitbart,/politics/2019/01/07/exclusive-ann-coulter-trump-must-declare-wall-compassionate-solution-to-border-crisis/,2019-01-07
179,breitbart,/politics/2019/01/07/naacp-portland-earthquake-policy-white-supremacy-racism/,2019-01-07
180,breitbart,/politics/2019/01/07/prime-time-donald-trump-bets-it-all-in-televised-8-minute-address-from-oval-office/,2019-01-07
181,breitbart,/politics/2019/01/07/seven-points-trump-must-make-in-oval-office-address-about-border/,2019-01-07
182,breitbart,/politics/2019/01/07/cnn-to-air-democrat-response-to-trump-oval-office-address/,2019-01-07
183,breitbart,/clips/2019/01/07/ted-lieu-illegal-for-trump-to-use-military-to-build-wall-by-declaring-a-natl-emergency/,2019-01-07
184,breitbart,/clips/2019/01/07/van-hollen-growing-support-and-momentum-for-senate-vote-to-re-open-government/,2019-01-07
185,breitbart,/politics/2019/01/07/the-amnesty-first-trap-trump-supporters-concerned-trade-to-end-shutdown-would-cause-illegal-immigration-surge/,2019-01-07
186,breitbart,/politics/2019/01/07/elizabeth-warren-iowa-democrats-2020-race-begun/,2019-01-07
187,breitbart,/politics/2019/01/07/supreme-court-to-tackle-political-redistricting-in-march/,2019-01-07
188,breitbart,/politics/2019/01/07/hillary-clinton-joins-ny-gov-andrew-cuomo-in-push-for-very-late-term-abortions/,2019-01-07
189,breitbart,/clips/2019/01/07/moveons-jean-pierre-trump-wants-end-legal-immigration-from-brown-and-black-countries/,2019-01-07
190,breitbart,/politics/2019/01/07/gop-rep-reintroduces-resolution-to-impose-term-limits/,2019-01-07
191,breitbart,/politics/2019/01/07/exclusive-mike-braun-to-introduce-no-budget-no-pay-billl/,2019-01-07
192,breitbart,/politics/2019/01/07/chuck-schumer-self-appointed-guardian-of-israel-whips-against-pro-israel-bill-in-senate/,2019-01-07
193,breitbart,/politics/2019/01/07/exclusive-kris-kobach-a-wall-stops-illegal-immigration-drones-and-sensors-dont/,2019-01-07
194,breitbart,/politics/2019/01/07/dan-crenshaw-slams-hank-johnson-for-insulting-trump-voters-cowardly/,2019-01-07
195,breitbart,/clips/2019/01/07/warner-trumps-speech-political-border-visit-show-hes-not-anxious-to-resolve-shutdown/,2019-01-07
196,breitbart,/politics/2019/01/07/tax-refunds-will-go-out-despite-partial-government-shutdown/,2019-01-07
197,breitbart,/politics/2019/01/07/exclusive-mike-braun-enough-is-enough-time-to-secure-the-border/,2019-01-07
198,breitbart,/politics/2019/01/07/police-babysitter-accused-killing-infant-tried-hide-death-mother/,2019-01-07
199,breitbart,/entertainment/2019/01/07/barbra-streisand-trump-border-wall-a-immoral-monument-to-himself/,2019-01-07
200,breitbart,/politics/2019/01/07/california-democrats-reintroduce-gun-rationing-under-gov-newsom/,2019-01-07
201,breitbart,/clips/2019/01/07/msnbcs-tur-trumps-base-not-holding-him-to-a-wall-the-right-wing-media-is/,2019-01-07
202,breitbart,/entertainment/2019/01/07/rob-reiner-americans-may-starve-thanks-to-putin-controlled-trump/,2019-01-07
203,breitbart,/politics/2019/01/07/second-black-man-found-dead-at-home-of-ed-buck-democrat-donor/,2019-01-07
204,breitbart,/politics/2019/01/07/exclusive-angel-mom-julie-golvach-to-trump-tired-of-the-talk-take-action-on-border/,2019-01-07
205,breitbart,/politics/2019/01/07/president-and-counsel-considering-national-emergency-for-border-security/,2019-01-07
206,breitbart,/politics/2019/01/07/the-nuclear-option-time-for-taxpayer-shutdown/,2019-01-07
207,breitbart,/politics/2019/01/07/dem-strategist-ocasio-cortez-has-already-suffered-huge-defeat-to-party-establishment/,2019-01-07
208,breitbart,/politics/2019/01/08/report-sheriff-scott-israel-tells-staff-gov-desantis-is-suspending-him/,2019-01-08
209,breitbart,/politics/2019/01/08/president-trumps-oval-office-address-on-border-crisis-sets-the-stage-for-2020/,2019-01-08
210,breitbart,/clips/2019/01/08/carville-dems-shouldnt-have-done-response-trump-didnt-want-to-be-there/,2019-01-08
211,breitbart,/politics/2019/01/08/donald-trump-people-build-walls-because-they-love-the-people-on-the-inside/,2019-01-08
212,breitbart,/the-media/2019/01/08/oval-office-address-new-york-daily-news-depicts-trump-as-crybaby/,2019-01-08
213,breitbart,/politics/2019/01/08/ffact-check-yes-there-has-been-a-sharp-rise-in-illegal-immigration/,2019-01-08
214,breitbart,/economy/2019/01/08/democrats-respond-trump-accept-migrants/,2019-01-08
215,breitbart,/politics/2019/01/08/nancy-pelosi-chuck-schumer-meme-american-gothic-face-swap/,2019-01-08
216,breitbart,/politics/2019/01/08/fact-check-yes-thousands-of-americans-have-been-killed-by-illegal-aliens/,2019-01-08
217,breitbart,/clips/2019/01/08/van-hollen-more-senate-republicans-will-take-our-position-on-shutdown/,2019-01-08
218,breitbart,/clips/2019/01/08/beto-orourke-trump-seeks-to-stoke-paranoia-about-the-border/,2019-01-08
219,breitbart,/clips/2019/01/08/msnbcs-steve-schmidt-trumps-speech-jumped-the-shark-the-shtick-is-getting-old/,2019-01-08
220,breitbart,/politics/2019/01/08/senate-democrats-consider-blocking-all-legislation-until-shutdown-ends/,2019-01-08
221,breitbart,/clips/2019/01/08/graham-if-we-undercut-trump-on-wall-its-the-end-of-our-party-we-deserve-to-be-punished/,2019-01-08
222,breitbart,/entertainment/2019/01/08/hollywood-attacks-trump-after-border-address-hitler-ian-rhetoric-nobody-slurs-lies-better/,2019-01-08
223,breitbart,/clips/2019/01/08/alexandria-ocasio-cortez-trump-ice-systematically-violated-human-rights/,2019-01-08
224,breitbart,/politics/2019/01/08/fact-check-trump-is-correct-the-border-wall-pays-for-itself/,2019-01-08
225,breitbart,/politics/2019/01/08/pelosi-schumer-rebuttal-mocked-for-wooden-delivery-weird-staging/,2019-01-08
226,breitbart,/politics/2019/01/08/pollak-trump-oval-office-address-democrats/,2019-01-08
227,breitbart,/politics/2019/01/08/fact-check-no-southern-border-cannot-be-secured-without-a-wall/,2019-01-08
228,breitbart,/politics/2019/01/08/transcript-president-donald-trumps-oval-office-address-on-the-border-crisis/,2019-01-08
229,breitbart,/politics/2019/01/08/nancy-pelosi-incorrect-walls-effective/,2019-01-08
230,breitbart,/politics/2019/01/08/fact-check-pelosi-is-incorrect-ms-13-members-routinely-pose-as-children-at-border/,2019-01-08
231,breitbart,/politics/2019/01/08/trump-how-much-more-american-blood-must-be-shed-before-congress-does-its-job/,2019-01-08
232,breitbart,/politics/2019/01/08/5-senators-reintroduce-wall-act-to-fully-fund-border-wall/,2019-01-08
233,breitbart,/politics/2019/01/08/donald-trump-oval-office-address-border-security-a-choice-between-right-and-wrong/,2019-01-08
234,breitbart,/politics/2019/01/08/nancy-pelosi-trump-manufacturing-a-crisis-over-wall-funding-fight/,2019-01-08
235,breitbart,/politics/2019/01/08/crowd-protests-trump-address-outside-white-house-fake-crisis-no-wall/,2019-01-08
236,breitbart,/politics/2019/01/08/fact-check-trump-is-correct-black-americans-hurt-most-by-illegal-immigration/,2019-01-08
237,breitbart,/politics/2019/01/08/flashback-7-democrats-who-once-endorsed-border-fence-tougher-border-security/,2019-01-08
238,breitbart,/immigration/2019/01/09/mark-meadows-americans-dont-buy-democrat-pitch-for-no-border-wall/,2019-01-09
239,breitbart,/politics/2019/01/09/al-green-unfit-president-ought-to-be-impeached/,2019-01-09
240,breitbart,/politics/2019/01/09/dod-comptroller-pentagon-has-started-second-agency-audit/,2019-01-09
241,breitbart,/clips/2019/01/09/gop-rep-aderholt-stuff-proposed-by-ocasio-cortez-will-not-really-go-anywhere/,2019-01-09
